"","the_geom.type","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"1321","Point","1","Manhattan","107","6","67","27","10","3659.0","139.0","Senior Safety","backed 2",2017-06-21,"158 Columbus Avenue","158 Columbus Avenue","Columbus Avenue","W. 67th Street & W. 66th Street","Manhattan","107.0","Not Applicable","Lincoln Square","40.774136","-73.981193","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1322","Point","1","Manhattan","107","6","67","27","10","1333.0","57.0","General","backed",2013-03-05,"127 Amsterdam Avenue","127 Amsterdam Avenue","Amsterdam Avenue","W. 65th Street and W. 66th Street","Manhattan","107.0","M11","Not Applicable","40.774403","-73.984692","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1323","Point","1","Manhattan","108","5","76","28","12","3688.0","242.0","Senior Safety","backed",2017-08-03,"245 E. 80th Street","245 E. 80th Street","E. 80th Street","2nd Avenue & 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.774536","-73.95575","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1324","Point","1","Manhattan","107","6","67","31","10","2336.0","1026.0","Senior Center","backed",2014-01-15,"250 W65th Street","250 W65th Street","W 65th Street","West End Avenue & Amsterdam Avenue","Manhattan","107.0","M66","Not Applicable","40.77501","-73.98689","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1325","Point","1","Manhattan","108","5","76","28","12","1997.0","372.0","General","backless 2",2013-07-10,"1625 York Avenue","1625 York Avenue","York Avenue","E 85th & E 86th Street","Manhattan","108.0","M31","Not Applicable","40.775671","-73.947322","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1326","Point","1","Manhattan","108","5","76","28","12","3832.0","65.0","General","backed 2",2017-07-05,"303 E 83rd Street","1610 2nd Ave","2nd Avenue","2nd Avenue & 1st Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.775767","-73.952774","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1327","Point","4","Queens","401","22","36","12","14","3514.0","0.0","General","backed",2016-11-30,"22-16 31st Street","22-16 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.775841","-73.911065","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1328","Point","4","Queens","401","22","36","12","14","3514.0","0.0","General","backed",2016-11-30,"22-16 31st Street","22-16 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.775841","-73.911065","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1329","Point","4","Queens","401","22","36","13","14","3518.0","2457.0","General","backed",2016-12-03,"22-11 31st Street","22-11 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.775901","-73.910964","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1330","Point","4","Queens","401","22","36","12","14","2020.0","824.0","General","backed",2013-08-01,"27-04 23rd Avenue","27-04 23rd Avenue","23rd Avenue","27th & 28th Street","Queens","401.0","Not Applicable","Not Applicable","40.77594","-73.915119","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1331","Point","4","Queens","401","22","36","13","14","3516.0","1809.0","General","backless",2016-10-17,"31-04 Ditmars Blvd","31-04 Ditmars Blvd","Ditmars Blvd","31st Street & 33rd Street","Queens","401.0","Not Applicable","Not Applicable","40.775997","-73.910519","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1332","Point","4","Queens","401","22","36","13","14","3516.0","2424.0","General","backless",2016-10-17,"31-04 Ditmars Blvd","31-04 Ditmars Blvd","Ditmars Blvd","31st Street & 33rd Street","Queens","401.0","Not Applicable","Not Applicable","40.775997","-73.910519","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1333","Point","4","Queens","401","22","36","13","14","3517.0","2441.0","General","backed",2016-10-17,"31-04 Ditmars Blvd","22-01 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.775997","-73.910519","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1334","Point","4","Queens","401","22","36","12","14","3512.0","2454.0","General","backed",2016-11-30,"22-04 31st Street","22-04 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.776017","-73.910855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1335","Point","4","Queens","401","22","36","12","14","3512.0","2244.0","General","backed",2016-11-30,"22-04 31st Street","22-04 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.776017","-73.910855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1336","Point","4","Queens","401","22","36","12","14","3513.0","2233.0","General","backed",2016-12-03,"22-02 31st Street","29-24 Ditmars Blvd","Ditmars Blvd","31st Street & 29th Street","Queens","401.0","Not Applicable","Not Applicable","40.776047","-73.910819","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1337","Point","1","Manhattan","108","5","76","28","12","3853.0","69.0","General","backed 2",2017-07-05,"1603 2nd Avenue","1603 2nd Avenue","2nd Avenue","E 83rd Street & E 84th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.77608","-73.953066","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1338","Point","4","Queens","407","19","26","11","3","3071.0","1837.0","General","backed",2015-06-02,"208-11 26th Avenue","208-11 26th Avenue","208-11 26th Avenue","Celarview Expwy & Corporal Kennedy Street","Queens","407.0","Not Applicable","Not Applicable","40.776381","-73.783798","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1339","Point","1","Manhattan","108","5","76","28","12","3852.0","553.0","General","backed 2",2018-02-27,"1617 2nd Avenue","1617 2nd Avenue","2nd Avenue","E 83rd Street & E 84th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.776469","-73.952784","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1340","Point","4","Queens","401","22","36","13","14","3515.0","2458.0","General","backed",2016-12-03,"29-25 Ditmars Blvd","29-25 Ditmars Blvd","Ditmars Blvd","31st Street & 29th Street","Queens","401.0","Not Applicable","Not Applicable","40.776722","-73.911522","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1341","Point","1","Manhattan","107","6","67","27","10","1994.0","790.0","General","backless",2013-09-20,"201 Amsterdam Avenue","201 Amsterdam Avenue","Amsterdam Avenue","W 69th & W70th Street","Manhattan","107.0","M11","Not Applicable","40.776813","-73.98294","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1342","Point","1","Manhattan","108","5","76","28","12","1995.0","798.0","General","backless",2013-07-31,"401 East 86th Street","401 East 86th Street","1st Avenue","E 86th & E 87th Street","Manhattan","108.0","M15","Not Applicable","40.776858","-73.949307","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1343","Point","1","Manhattan","107","6","67","27","10","899.0","248.0","General","backed",2012-10-01,"111 West 71st Street","111 West 71st Street","West 71st Street","Columbus Avenue & Broadway","Manhattan","107.0","Not Applicable","Not Applicable","40.776911","-73.979694","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1344","Point","1","Manhattan","107","6","67","27","10","899.0","1205.0","General","backed",2012-10-01,"111 West 71st Street","111 West 71st Street","West 71st Street","Columbus Avenue & Broadway","Manhattan","107.0","Not Applicable","Not Applicable","40.776911","-73.979694","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1345","Point","4","Queens","401","22","36","13","14","1024.0","276.0","Senior Center","backed",2013-04-19,"21-45 31st Street","21-45 31st Street","31st Street","21st Avenue & Ditmars","Queens","401.0","Not Applicable","Not Applicable","40.777105","-73.909496","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1346","Point","1","Manhattan","108","5","76","28","12","3689.0","214.0","Senior Safety","backed",2017-08-03,"1479 3rd Avenue","1479 3rd Avenue","3rd Avenue","E 84th Street & E 83rd Street","Manhattan","108.0","Not Applicable","Not Applicable","40.777184","-73.955167","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1347","Point","1","Manhattan","107","6","67","27","10","3031.0","1066.0","Municipal Facilities","backless",2014-12-15,"100 W. 72nd Street","100 W. 72nd Street","W. 72nd Street","Columbus Avenue and Amsterdam Avenue","Manhattan","107.0","M72","Columbus Avenue","40.777454","-73.978921","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1348","Point","1","Manhattan","108","5","76","28","12","3691.0","245.0","Senior Safety","backed",2017-08-03,"1681 1st Avenue","1681 1st Avenue","1st Avenue","E. 87th Street & E. 88th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.777788","-73.948721","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1349","Point","1","Manhattan","108","5","76","28","12","3851.0","62.0","General","backless 2",2017-07-05,"1659 2nd Avenue","1659 2nd Avenue","2nd Avenue","E 86th Street & E 87th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.777979","-73.951678","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1350","Point","1","Manhattan","107","6","67","29","10","3644.0","124.0","Senior Safety","backed 2",2017-06-21,"289 Columbus Avenue","289 Columbus Avenue","Columbus Avenue","W. 74th Street & W. 73rd Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.778409","-73.978054","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1351","Point","4","Queens","407","19","27","11","14","2839.0","1704.0","Municipal Facilities","backed",2014-11-24,"125-10 23rd Avenue","125-10 23rd Avenue","23rd Avenue","125th Street and 126th Street","Queens","407.0","Not Applicable","Not Applicable","40.778601","-73.843187","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1352","Point","1","Manhattan","107","6","67","29","10","1379.0","188.0","General","backed",2012-12-19,"141 West 73rd Street","141 West 73rd Street","73rd Street","Columbus and Amsterdam Avenues","Manhattan","107.0","Not Applicable","Not Applicable","40.778624","-73.979527","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1353","Point","1","Manhattan","108","5","76","28","12","3831.0","196.0","General","backed 2",2017-07-05,"1690 2nd Avenue","1690 2nd Avenue","2nd Avenue","E 88th Street & E 87th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.778862","-73.95101","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1354","Point","1","Manhattan","108","5","76","28","12","1099.0","514.0","Senior Center","backed",2013-05-08,"1721 1st Avenue","1721 1st Avenue","1st Avenue","89th and 90th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.778905","-73.947908","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1355","Point","1","Manhattan","107","6","67","29","10","2279.0","1168.0","General","backed",2013-12-03,"201 W 72nd Street","201 W 72nd Street","W 72nd Street","Broadway & West End Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.778954","-73.982412","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1356","Point","4","Queens","401","22","36","12","14","1908.0","663.0","General","backed",2013-06-18,"24-17 Ditmars Boulevard","24-17 Ditmars Boulevard","Ditmars Boulevard","Crescent Street & 24th Street","Queens","401.0","Not Applicable","Not Applicable","40.779138","-73.914942","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1357","Point","1","Manhattan","108","5","73","28","12","4203.0","590.0","Bus Route","backed 2",2018-11-20,"173 East 86th Street","173 East 86th Street","East 86th Street","Lexington Avenue & 3rd Avenue","Manhattan","108.0","M96","Not Applicable","40.779149","-73.954739","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1358","Point","1","Manhattan","108","5","73","28","12","4203.0","563.0","Bus Route","backed 2",2018-11-20,"173 East 86th Street","173 East 86th Street","East 86th Street","Lexington Avenue & 3rd Avenue","Manhattan","108.0","M96","Not Applicable","40.779149","-73.954739","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1359","Point","1","Manhattan","108","5","73","28","12","4203.0","166.0","Bus Route","backed 2",2018-11-20,"173 East 86th Street","173 East 86th Street","East 86th Street","Lexington Avenue & 3rd Avenue","Manhattan","108.0","M96","Not Applicable","40.779149","-73.954739","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1360","Point","1","Manhattan","107","6","67","29","10","1819.0","485.0","BID","backed",2013-03-18,"313 Columbus Avenue","313 Columbus Avenue","Columbus Avenue","W74 & W75th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.779153","-73.977509","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1361","Point","1","Manhattan","107","6","67","29","10","3030.0","696.0","Municipal Facilities","backless",2014-12-15,"170 Central Park West","170 Central Park West","Central Park West","W. 77th Street & W. 76th Street","Manhattan","107.0","M10","Not Applicable","40.779265","-73.973743","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1362","Point","1","Manhattan","108","5","73","28","12","1489.0","1709.0","General","backless",2013-05-21,"150 East 86th Street","150 East 86th Street","86th Street","Lexington and 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.779284","-73.955097","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1363","Point","1","Manhattan","108","5","73","28","12","4202.0","606.0","Bus Route","backless",2018-11-20,"144 East 86th Street","144 East 86th Street","East 86th Street","Park Avenue & Lexington Avenue","Manhattan","108.0","M86","Not Applicable","40.779328","-73.955205","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1364","Point","1","Manhattan","108","5","73","28","12","4202.0","341.0","Bus Route","backless",2018-11-20,"144 East 86th Street","144 East 86th Street","East 86th Street","Park Avenue & Lexington Avenue","Manhattan","108.0","M86","Not Applicable","40.779328","-73.955205","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1365","Point","1","Manhattan","108","5","76","28","12","3830.0","175.0","General","backed 2",2017-07-05,"1704 2nd Avenue","1704 2nd Avenue","2nd Avenue","E 88th Street & E 89th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.779397","-73.950623","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1366","Point","1","Manhattan","108","4","73","28","12","4201.0","271.0","Bus Route","backed 2",2018-11-21,"123 East 86th Street","123 East 86th Street","East 86th Street","Park Avenue & Lexington Avenue","Manhattan","108.0","M86","Not Applicable","40.7798","-73.956281","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1367","Point","1","Manhattan","108","4","73","28","12","4201.0","162.0","Bus Route","backed 2",2018-11-21,"123 East 86th Street","123 East 86th Street","East 86th Street","Park Avenue & Lexington Avenue","Manhattan","108.0","M86","Not Applicable","40.7798","-73.956281","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1368","Point","1","Manhattan","107","6","67","29","10","1824.0","461.0","BID","backed",2013-03-18,"338 Columbus Avenue","338 Columbus Avenue","Columbus Avenue","W75th & W76th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.779905","-73.976981","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1369","Point","1","Manhattan","107","6","67","29","10","1831.0","474.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1370","Point","1","Manhattan","107","6","67","29","10","1831.0","445.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1371","Point","1","Manhattan","107","6","67","29","10","1831.0","473.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1372","Point","1","Manhattan","107","6","67","29","10","1831.0","476.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1373","Point","1","Manhattan","107","6","67","29","10","1831.0","544.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1374","Point","1","Manhattan","107","6","67","29","10","1831.0","447.0","General","backed",2013-03-25,"100 West 77th Street","100 West 77th Street","Columbus Avenue","76th Street & 77th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.780822","-73.976855","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1375","Point","1","Manhattan","108","4","73","28","12","1884.0","572.0","General","backed",2013-07-22,"1175 Madison Avenue","1175 Madison Avenue","Madison Avenue","East 86th Street and East 87th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.78099","-73.958706","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1376","Point","1","Manhattan","108","5","73","28","12","3983.0","335.0","General","backed 2",2018-02-05,"298 E 91st Street","1747 2nd Avenue","2nd Avenue","E 91st Street & E 90th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.781118","-73.949582","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1377","Point","1","Manhattan","108","5","76","29","12","3829.0","194.0","General","backed 2",2017-07-05,"1748 2nd Avenue","1748 2nd Avenue","2nd Avenue","E 92nd Street & E 91st Street","Manhattan","108.0","Not Applicable","Not Applicable","40.781151","-73.949343","X","AREA OF MINIMAL FLOOD HAZARD","5"
"1378","Point","1","Manhattan","108","4","73","28","12","3253.0","2275.0","Bus Route","backless",2016-04-13,"1 E 86th Street","1 E 86th Street","E 86th Street","5th Avenue & Madison Avenue","Manhattan","108.0","M86","Not Applicable","40.781432","-73.960169","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1379","Point","4","Queens","401","22","36","13","14","3379.0","0.0","Municipal Facilities",NA,NA,"21-25 21st Avenue","21-25 21st Avenue","21st Avenue","21st Street & 23rd Street","Queens","401.0","Not Applicable","Not Applicable","40.781909","-73.914043","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1380","Point","1","Manhattan","108","5","73","29","12","3849.0","173.0","General","backed 2",2017-07-05,"245 E 92nd Street","1779 2nd Avenue","2nd Avenue","2nd Avenue & 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.781999","-73.949675","X","AREA OF MINIMAL FLOOD HAZARD","6"
"1381","Point","1","Manhattan","107","6","67","29","10","1823.0","1161.0","BID","backed",2013-12-03,"408 Columbus Avenue","408 Columbus Avenue","Columbus Avenue","W79th & W80th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.782295","-73.975244","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1382","Point","1","Manhattan","107","6","67","29","10","1823.0","1162.0","BID","backed",2013-12-03,"408 Columbus Avenue","408 Columbus Avenue","Columbus Avenue","W79th & W80th Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.782295","-73.975244","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1383","Point","1","Manhattan","108","5","73","29","12","2484.0","1514.0","Health Care Facilities","backed",2014-05-16,"312 East 94th Street","312 East 94th Street","East 94th Street","First Avenue and Second Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.782701","-73.947486","X","AREA OF MINIMAL FLOOD HAZARD","3"
"1384","Point","1","Manhattan","108","5","73","29","12","3848.0","140.0","General","backed 2",2017-07-05,"245 E 93rd Street","1801 2nd Avenue","2nd Avenue","2nd Avenue & 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.782833","-73.9497","X","AREA OF MINIMAL FLOOD HAZARD","5"
"1385","Point","1","Manhattan","107","6","69","29","10","1822.0","995.0","BID","backed",2014-03-28,"430 Columbus Avenue","430 Columbus Avenue","Columbus Avenue","W80th & W81st Street","Manhattan","107.0","Not Applicable","Columbus Avenue","40.783012","-73.97472","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1386","Point","1","Manhattan","107","6","67","29","10","3645.0","3425.0","Senior Safety","backed",2017-06-21,"440 Amsterdam Avenue","440 Amsterdam Avenue","W. 81st Street","W. 80th Street & W. 81st Street","Manhattan","107.0","Not Applicable","Not Applicable","40.784612","-73.977269","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1387","Point","4","Queens","407","19","27","11","14","1412.0","314.0","General","backed",2013-04-19,"14-60 College Point Blvd","14-60 College Point Blvd","College Point Blvd","14th Avenue & 15th Avenue","Queens","407.0","Not Applicable","Not Applicable","40.784629","-73.845801","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1388","Point","1","Manhattan","111","5","68","29","12","3845.0","190.0","General","backed 2",2017-07-05,"1879 2nd Avenue","1879 2nd Avenue","2nd Avenue","E 97th Street & E 96th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.784696","-73.946777","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"1389","Point","1","Manhattan","107","6","67","29","10","2552.0","1349.0","Municipal Facilities","backed",2014-06-26,"444 Amsterdam Avenue","444 Amsterdam Avenue","Amsterdam Avenue","West 81st Street & West 82nd Street","Manhattan","107.0","Not Applicable","Not Applicable","40.784711","-73.9772","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1390","Point","1","Manhattan","108","5","68","28","12","2857.0","1452.0","Municipal Facilities","backed",2014-12-09,"1700 3rd Avenue","1700 3rd Avenue","3rd Avenue","East 95th Street & East 96th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.784826","-73.949611","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1391","Point","1","Manhattan","107","6","69","29","10","1310.0","469.0","General","backed",2013-03-07,"127 West 83rd Street","127 West 83rd Street","83rd Street","Amsterdam and Columbus Avenues","Manhattan","107.0","Not Applicable","Not Applicable","40.784947","-73.974546","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1392","Point","4","Queens","407","19","27","11","14","1415.0","526.0","General","backed",2013-04-19,"126-11 14th Avenue","126-11 15th Ave","15th Avenue","127th Street & 15th Avenue","Queens","407.0","Not Applicable","Not Applicable","40.78528","-73.8419","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1393","Point","1","Manhattan","107","6","69","29","10","1309.0","438.0","General","backed",2013-03-07,"504 Columbus Avenue","504 Columbus Avenue","Columbus Avenue","West 84th and 85th Streets","Manhattan","107.0","Not Applicable","Not Applicable","40.785369","-73.973004","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1394","Point","1","Manhattan","111","5","68","29","12","763.0","852.0","General","backless",2013-02-06,"175 East 96th Street","175 East 96th Street","East 96th Street","Third Avenue & Lexington Avenue","Manhattan","111.0","M96","Not Applicable","40.785455","-73.949932","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1395","Point","4","Queens","407","19","27","11","14","2026.0","823.0","General","backed",2013-07-31,"129-21 14th Avenue","129-21 14th Avenue","14th Avenue","129th & 130th Street","Queens","407.0","Q20B","Not Applicable","40.785674","-73.839097","X","AREA OF MINIMAL FLOOD HAZARD","4"
"1396","Point","1","Manhattan","111","8","68","29","13","3827.0","202.0","General","backed 2",2017-07-05,"1900 2nd Avenue","1900 2nd Avenue","2nd Avenue","E 97th Street & E 99th Street","Manhattan","111.0","Not Applicable","Not Applicable","40.785733","-73.946003","X","AREA OF MINIMAL FLOOD HAZARD","2"
"1397","Point","4","Queens","407","19","27","11","14","1434.0","290.0","General","backed",2013-04-19,"13-28 123rd Street","13-28 123rd Street","123rd Street","13th & 14th Avenue","Queens","407.0","Not Applicable","Not Applicable","40.786179","-73.844772","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1398","Point","1","Manhattan","108","4","68","28","12","2555.0","571.0","Municipal Facilities","backed",2015-06-01,"112 East 96th Street","112 East 96th Street","East 96th Street","Park Avenue & Lexington Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.786221","-73.951799","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1399","Point","1","Manhattan","111","8","68","29","13","3826.0","0.0","General",NA,NA,"1924 2nd Avenue","1924 2nd Avenue","2nd Avenue","E 99th Street & E 100th Street","Manhattan","111.0","Not Applicable","Not Applicable","40.786378","-73.945533","X","AREA OF MINIMAL FLOOD HAZARD","3"
"1400","Point","1","Manhattan","107","6","67","31","10","1307.0","472.0","General","backed",2013-03-07,"506 Amsterdam Avenue","506 Amsterdam Avenue","Amsterdam Avenue","West 84th and 85th Streets","Manhattan","107.0","Not Applicable","Not Applicable","40.786646","-73.975787","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1401","Point","1","Manhattan","107","6","69","29","10","3937.0","292.0","Senior Safety","backed 2",2018-02-02,"509 Amsterdam Avenue","509 Amsterdam Avenue","Amsterdam Avenue","84th Street & 85th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.786657","-73.975751","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1402","Point","1","Manhattan","111","8","68","29","13","3354.0","244.0","Municipal Facilities","backed",2017-08-03,"345 E 101st Street","345 E 101st Street","1st Avenue","1st Avenue & 2nd Avenue","Manhattan","111.0","Not Applicable","Not Applicable","40.787019","-73.943742","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"1403","Point","1","Manhattan","111","8","68","29","13","3824.0","179.0","General","backed 2",2017-07-05,"1952 2nd Avenue","1952 2nd Avenue","2nd Avenue","E 101st Street & E 100th Street","Manhattan","111.0","Not Applicable","Not Applicable","40.787105","-73.945002","X","AREA OF MINIMAL FLOOD HAZARD","3"
"1404","Point","1","Manhattan","111","8","68","29","13","3843.0","191.0","General","backless 2",2017-07-05,"1955 2nd Avenue","1955 2nd Avenue","2nd Avenue","E 102nd & E 101st Street","Manhattan","111.0","Not Applicable","Not Applicable","40.787113","-73.945024","X","AREA OF MINIMAL FLOOD HAZARD","4"
"1405","Point","1","Manhattan","111","8","68","29","13","3843.0","178.0","General","backless 2",2017-07-05,"1955 2nd Avenue","1955 2nd Avenue","2nd Avenue","E 102nd & E 101st Street","Manhattan","111.0","Not Applicable","Not Applicable","40.787113","-73.945024","X","AREA OF MINIMAL FLOOD HAZARD","4"
"1406","Point","1","Manhattan","107","6","69","29","10","1306.0","48.0","General","backless",2012-10-15,"541 Amsterdam Avenue","541 Amsterdam Ave","Amsterdam Avenue","W. 86th Street & W. 87th Street","Manhattan","107.0","M11","Not Applicable","40.787831","-73.974895","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1407","Point","1","Manhattan","107","6","67","31","10","3936.0","349.0","Senior Safety","backed 2",2018-02-05,"540 Amsterdam Avenue","540 Amsterdam Avenue","Amsterdam Avenue","86th Street & 87th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.78784","-73.974917","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1408","Point","4","Queens","407","19","26","11","3","2167.0","815.0","General","backed",2013-09-23,"14-31 150th Street","14-31 150th Street","150th Street","Cross Island Parkway and 14th Avenue","Queens","407.0","Not Applicable","Not Applicable","40.788081","-73.813516","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1409","Point","4","Queens","407","19","26","11","3","2183.0","1152.0","General","backed",2013-12-09,"14-01 150th Street","14-01 150th Street","150th Street","14th Avenue & Cross Island Parkway","Queens","407.0","Not Applicable","Not Applicable","40.78868","-73.813735","X","AREA OF MINIMAL FLOOD HAZARD",NA
"1410","Point","1","Manhattan","107","6","69","29","10","2119.0","604.0","Community Health Centers","backed",2013-08-16,"589 Amsterdam Avenue","589 Amsterdam Avenue","Amsterdam Avenue","W 88th Street and W 89th Street","Manhattan","107.0","Not Applicable","Not Applicable","40.789261","-73.973851","X","AREA OF MINIMAL FLOOD HAZARD",NA
